artist,song,date_certified,label,award
ALICIA KEYS,NO ONE,"September 24, 2009",J RECORDS,3
MGMT,ELECTRIC FEEL,"September 17, 2009",COLUMBIA,0
COBRA STARSHIP FEAT. LEIGHTON MEESTER,GOOD GIRLS GO BAD,"September 17, 2009",FUELED BY RAMEN,1
THE KILLERS,HUMAN,"September 15, 2009",MERCURY,1
NE-YO,SO SICK,"September 15, 2009",DEF JAM,0
NE-YO,SEXY LOVE,"September 15, 2009",DEF JAM,0
NE-YO,MAD,"September 11, 2009",ISLAND/DEF JAM,1
BEYONCE,EGO,"September 8, 2009",MUSIC WORLD/COLUMBIA,0
DANIEL POWTER,BAD DAY,"September 1, 2009",WARNER BROS.,3
CAROLINA LIAR,SHOW ME WHAT I'M LOOKING FOR,"August 26, 2009",ATLANTIC,0
JASON ALDEAN,SHE'S COUNTRY,"August 25, 2009",BROKEN BOW,0
MICHAEL BUBLE,EVERYTHING,"August 25, 2009",REPRISE,1
MICHAEL BUBLE,HOME,"August 25, 2009",REPRISE,1
DISTURBED,DOWN WITH THE SICKNESS,"August 25, 2009",GIANT,1
MICHAEL JACKSON,THRILLER,"August 21, 2009",EPIC/LEGACY,0
MICHAEL JACKSON,BEAT IT,"August 21, 2009",EPIC/LEGACY,0
MICHAEL JACKSON,BILLIE JEAN,"August 21, 2009",EPIC/LEGACY,0
JAMES BLUNT,YOU'RE BEAUTIFUL,"August 12, 2009",ATLANTIC,1
KID ROCK,ALL SUMMER LONG,"August 12, 2009",TOP DOG,0
T.I.,WHATEVER YOU LIKE,"August 12, 2009",GRAND HUSTLE,3
ZAC BROWN BAND,CHICKEN FRIED,"August 12, 2009",ATLANTIC,0
D4L,LAFFY TAFFY,"August 12, 2009",ATLANTIC,3
T.I. FEAT. JUSTIN TIMBERLAKE,DEAD AND GONE,"August 12, 2009",GRAND HUSTLE,0
T.I. FEAT. RIHANNA,LIVE YOUR LIFE,"August 12, 2009",GRAND HUSTLE,1
JASON MRAZ,I'M YOURS,"August 12, 2009",ATLANTIC,0
FLO RIDA,RIGHT ROUND,"August 12, 2009",POE BOY/ATLANTIC,0
SAVING ABEL,ADDICTED,"August 11, 2009",VIRGIN,1
REHAB,BARTENDER SONG (SITTIN' AT A BAR),"July 31, 2009",UNIVERSAL RECORDS,0
NE-YO,MISS INDEPENDENT,"July 31, 2009",DEF JAM,1
FLOBOTS,HANDLEBARS,"July 31, 2009",UNIVERSAL RECORDS,1
KINGS OF LEON,SEX ON FIRE,"July 31, 2009",RCA,1
KRISTINIA DEBARGE,GOODBYE,"July 31, 2009",MERCURY,0
JAMES OTTO,JUST GOT STARTED LOVIN' YOU,"July 31, 2009",WARNER BROS. NASHVILLE,0
FRAMING HANLEY,LOLLIPOP,"July 29, 2009",SILENT MAJORITY GROUP / INDEPENDENT LABEL GROUP,0
KEITH URBAN,SWEET THING,"July 24, 2009",CAPITOL NASHVILLE,0
KINGS OF LEON,USE SOMEBODY,"July 21, 2009",RCA,1
THE TING TINGS,THAT'S NOT MY NAME,"July 17, 2009",COLUMBIA,1
GREEN DAY,KNOW YOUR ENEMY,"July 13, 2009",REPRISE,0
DISTURBED,INSIDE THE FIRE,"July 6, 2009",REPRISE,0
MGMT,TIME TO PRETEND,"July 2, 2009",COLUMBIA,0
FLO RIDA,SUGAR,"July 2, 2009",POE BOY/ATLANTIC,1
KEITH URBAN,STUPID BOY,"June 29, 2009",CAPITOL NASHVILLE,0
KEITH URBAN,TONIGHT I WANNA CRY,"June 29, 2009",CAPITOL NASHVILLE,0
SEETHER,FAKE IT,"June 24, 2009",WIND-UP RECORDS,1
BEYONCE,HALO,"June 22, 2009",MUSIC WORLD/COLUMBIA,0
KELLIE PICKLER,RED HIGH HEELS,"June 2, 2009",BNA RECORDS LABEL,0
MARVIN SAPP,NEVER WOULD HAVE MADE IT,"May 26, 2009",VERITY,1
JAMIE FOXX,BLAME IT,"May 26, 2009",J RECORDS,1
T-PAIN,CAN'T BELIEVE IT,"May 26, 2009",JIVE,1
ASHER ROTH,I LOVE COLLEGE,"May 18, 2009",UNIVERSAL RECORDS,1
T.I. FEAT. JUSTIN TIMBERLAKE,DEAD AND GONE,"May 8, 2009",GRAND HUSTLE / ATLANTIC,2
2 PISTOLS,SHE GOT IT,"April 28, 2009",UNIVERSAL MOTOWN,1
WEBSTAR,CHICKEN NOODLE SOUP,"April 28, 2009",UNIVERSAL MOTOWN,0
BIRDMAN,POP BOTTLES,"April 28, 2009",UNIVERSAL MOTOWN,1
USHER,U GOT IT BAD,"April 24, 2009",LAFACE,0
JUSTIN TIMBERLAKE,MEDLEY: SUMMER LOVE/SET THE MOOD (PRELUDE),"April 24, 2009",JIVE,0
BOYS LIKE GIRLS,THE GREAT ESCAPE,"April 24, 2009",COLUMBIA,0
THREE DAYS GRACE,ANIMAL I HAVE BECOME,"April 24, 2009",JIVE,0
DIXIE CHICKS,NOT READY TO MAKE NICE,"April 24, 2009",COLUMBIA,0
BEYONCE,BEAUTIFUL LIAR,"April 24, 2009",COLUMBIA,0
PAULA DE ANDA FEAT. THE DEY,WALK AWAY (REMEMBER ME),"April 24, 2009",J RECORDS,0
BROOKS & DUNN,HILLBILLY DELUXE,"April 24, 2009",ARISTA NASHVILLE,0
3 DOORS DOWN,IT'S NOT MY TIME,"April 21, 2009",UNIVERSAL RECORDS,1
SAVAGE,SWING,"April 21, 2009",UNIVERSAL RECORDS,1
THE KILLERS,MR. BRIGHTSIDE,"April 21, 2009",ISLAND RECORDS,2
COLBIE CAILLAT,REALIZE,"April 21, 2009",UNIVERSAL RECORDS,1
SEETHER,BROKEN,"April 17, 2009",WIND-UP RECORDS,0
MIKA,GRACE KELLY,"April 15, 2009",UNIVERSAL RECORDS,0
ALY & AJ,POTENTIAL BREAK UP SONG,"April 8, 2009",HOLLYWOOD,1
IMOGEN HEAP,HIDE AND SEEK,"April 3, 2009",JIVE,0
OFFSPRING,"YOU'RE GONNA GO FAR, KID","April 2, 2009",COLUMBIA,0
BEYONCE,DIVA,"April 2, 2009",COLUMBIA,0
O.A.R.,SHATTERED,"March 31, 2009",ATLANTIC,1
JACK JOHNSON,UPSIDE DOWN,"March 26, 2009",UNIVERSAL RECORDS,1
DUFFY,MERCY,"March 26, 2009",MERCURY,1
NELLY,OVER AND OVER,"March 26, 2009",UNIVERSAL RECORDS,1
SUGARLAND,STAY,"March 24, 2009",MERCURY NASHVILLE,1
KANYE WEST,HEARTLESS,"March 12, 2009",ISLAND/DEF JAM,1
T.I.,LIVE YOUR LIFE,"March 12, 2009",GRAND HUSTLE / ATLANTIC,3
JASON MRAZ & COLBIE CAILLAT,LUCKY,"March 12, 2009",ATLANTIC,0
BEYONCE,SINGLE LADIES (PUT A RING ON IT),"March 11, 2009",MUSIC WORLD/COLUMBIA,1
THE VERONICAS,UNTOUCHED,"February 27, 2009",SIRE,1
JOHN MAYER,FREE FALLIN',"February 26, 2009",COLUMBIA,0
JIM JONES,POP CHAMPAGNE,"February 26, 2009",COLUMBIA,0
EVANESCENCE,CALL ME WHEN YOU'RE SOBER,"February 17, 2009",WIND-UP RECORDS,1
EVANESCENCE,MY IMMORTAL,"February 17, 2009",WIND-UP RECORDS,0
BEYONCE,DEJA VU,"February 13, 2009",COLUMBIA,0
BEYONCE,RING THE ALARM,"February 13, 2009",COLUMBIA,0
BEYONCE & SHAKIRA,BEAUTIFUL LIAR,"February 13, 2009",COLUMBIA,1
SEAN KINGSTON,TAKE YOU THERE,"February 13, 2009",EPIC,0
PITBULL,KRAZY,"February 10, 2009",THE ORCHARD,0
J. HOLIDAY,SUFFOCATE,"February 9, 2009",CAPITOL,0
LILY ALLEN,SMILE,"February 9, 2009",CAPITOL,0
COLDPLAY,VIVA LA VIDA,"February 9, 2009",CAPITOL,3
J. HOLIDAY,BED,"February 9, 2009",CAPITOL,0
DARIUS RUCKER,DON'T THINK I DON'T THINK ABOUT IT,"February 3, 2009",CAPITOL NASHVILLE,0
SARA BAREILLES,LOVE SONG,"January 30, 2009",EPIC,0
WYCLEF JEAN,SWEETEST GIRL (DOLLAR BILL),"January 30, 2009",COLUMBIA,0
BEYONCE,IF I WERE A BOY,"January 30, 2009",COLUMBIA,0
VAN MORRISON,BROWN EYED GIRL,"January 29, 2009",LEGACY,1
OZZY OSBOURNE,CRAZY TRAIN,"January 29, 2009",EPIC,2
BEYONCE,"ME, MYSELF AND I","January 29, 2009",COLUMBIA,0
JOURNEY,DON'T STOP BELIEVIN',"January 29, 2009",LEGACY,1
USHER,BURN,"January 29, 2009",LAFACE,1
311,AMBER,"January 29, 2009",VOLCANO,0
HUGO MONTENEGRO,"THE GOOD, THE BAD AND THE UGLY","January 29, 2009",RCA,0
NATASHA BEDINGFIELD,UNWRITTEN,"January 29, 2009",EPIC,0
WU-TANG CLAN,C.R.E.A.M. (CASH RULSE EVERYTHING AROUND ME),"January 29, 2009",RCA,0
DESTINY'S CHILD,LOSE MY BREATH,"January 29, 2009",COLUMBIA,0
GINUWINE,IN THOSE JEANS,"January 29, 2009",COLUMBIA,0
KELLY CLARKSON,BECAUSE OF YOU,"January 29, 2009",RCA,0
AC/DC,YOU SHOOK ME ALL NIGHT LONG,"January 29, 2009",COLUMBIA,1
BOYS LIKE GIRLS,HERO/HEROINE,"January 23, 2009",COLUMBIA,0
BOYS LIKE GIRLS,THUNDER,"January 23, 2009",COLUMBIA,0
METRO STATION,SHAKE IT,"January 23, 2009",COLUMBIA,2
JOHN MAYER,SAY,"January 23, 2009",COLUMBIA,1
GOOD CHARLOTTE,I DON'T WANNA BE IN LOVE,"January 23, 2009",EPIC,1
THE-DREAM,SHAWTY IS A 10,"January 22, 2009",DEF JAM,0
BABY BASH,CYCLONE,"January 22, 2009",ARISTA,2
THE-DREAM,FALSETTO,"January 22, 2009",DEF JAM,0
RASCAL FLATTS,MY WISH,"January 21, 2009",HOLLYWOOD,1
METRO STATION,SHAKE IT,"January 15, 2009",COLUMBIA,0
NATASHA BEDINGFIELD,POCKETFUL OF SUNSHINE,"January 15, 2009",EPIC,2
THREE 6 MAFIA,LOLLI LOLLI,"January 15, 2009",COLUMBIA,1
NATASHA BEDINGFIELD,POCKETFUL OF SUNSHINE,"January 15, 2009",EPIC,0
DJ KHALED,OUT HERE GRINDIN',"January 13, 2009",KOCH,0
JASON MICHAEL CARROLL,LIVIN' OUR LOVE SONG,"December 22, 2008",ARISTA NASHVILLE,0
GUNS N' ROSES,SWEET CHILD O' MINE,"December 18, 2008",GEFFEN,1
LIL WAYNE,MRS. OFFICER,"December 16, 2008",CASH MONEY/UNIVERSAL,1
MARIAH CAREY,TOUCH MY BODY,"December 12, 2008",MERCURY,1
NE-YO,CLOSER,"December 12, 2008",DEF JAM,1
DAVID COOK,TIME OF MY LIFE,"December 12, 2008",RCA,1
THE KILLERS,WHEN YOU WERE YOUNG,"December 12, 2008",ISLAND/DEF JAM,1
RICK ROSS,THE BOSS,"December 11, 2008",ISLAND/DEF JAM,1
KANYE WEST,GOOD LIFE,"December 11, 2008",ISLAND/DEF JAM,1
MARIAH CAREY,TOUCH MY BODY,"December 11, 2008",ISLAND/DEF JAM,1
RIHANNA,TAKE A BOW,"December 11, 2008",ISLAND/DEF JAM,1
ELMO AND PATSY,GRANDMA GOT RUN OVER BY A REINDEER,"December 10, 2008",LEGACY / EPIC,0
EARTHA KITT,SANTA BABY,"December 9, 2008",LEGACY,0
MIRANDA LAMBERT,GUNPOWDER & LEAD,"December 3, 2008",COLUMBIA NASHVILLE,0
V.I.C.,GET SILLY,"November 13, 2008",REPRISE,0
YUNG BERG,THE BUSINESS,"November 11, 2008",EPIC,0
LIL WAYNE,A MILLI,"November 7, 2008",CASH MONEY/UNIVERSAL,1
THREE 6 MAFIA,LOLLI LOLLI,"November 4, 2008",COLUMBIA,0
TRACE ADKINS,HONKY TONK BADONKADONK,"October 31, 2008",CAPITOL NASHVILLE,1
ELLIOTT YAMIN,WAIT FOR YOU,"October 16, 2008",HICKORY RECORDS,1
CHRIS BROWN,FOREVER,"October 8, 2008",JIVE,0
THREE DAYS GRACE,NEVER TOO LATE,"October 8, 2008",JIVE,0
USHER,LOVE IN THIS CLUB,"October 8, 2008",LAFACE,1
USHER FEAT. BEYONCE AND LIL WAYNE,LOVE IN THIS CLUB PART II,"October 8, 2008",LAFACE,0
JORDIN SPARKS FEAT. CHRIS BROWN,NO AIR,"October 8, 2008",JIVE,1
JUSTIN TIMBERLAKE,UNTIL THE END OF TIME,"October 8, 2008",JIVE,0
CHRIS BROWN,WITH YOU,"October 8, 2008",JIVE,2
JORDIN SPARKS,TATTOO,"October 8, 2008",JIVE,0
T.I.,WHAT YOU KNOW,"September 17, 2008",GRAND HUSTLE,0
LUPE FIASCO,SUPERSTAR,"September 17, 2008",ATLANTIC,1
PLIES,BUST IT BABY PART 2,"September 17, 2008",SLIP N SLIDE,0
DANITY KANE,DAMAGED,"September 17, 2008",BAD BOY,1
MATCHBOX TWENTY,UNWELL,"September 17, 2008",ATLANTIC,0
YAEL NAIM,NEW SOUL,"September 17, 2008",ATLANTIC,0
BUCKCHERRY,SORRY,"September 17, 2008",ATLANTIC,1
STAIND,IT'S BEEN AWHILE,"September 17, 2008",ELEKTRA,0
JESSE MC CARTNEY,LEAVIN,"August 20, 2008",HOLLYWOOD,1
MADONNA,HUNG UP,"August 18, 2008",REPRISE,1
RED HOT CHILI PEPPERS,DANI CALIFORNIA,"August 18, 2008",REPRISE,2
RED HOT CHILI PEPPERS,SNOW,"August 18, 2008",WARNER BROS.,1
RED HOT CHILI PEPPERS,TELL ME BABY,"August 18, 2008",WARNER BROS.,0
DISTURBED,STRICKEN,"August 18, 2008",REPRISE,0
GREEN DAY,WAKE ME UP WHEN SEPTEMBER ENDS,"August 18, 2008",REPRISE,1
MY CHEMICAL ROMANCE,HELENA,"August 18, 2008",REPRISE,0
GREEN DAY,HOLIDAY,"August 18, 2008",REPRISE,1
MADONNA,4 MINUTES TO SAVE THE WORLD,"August 18, 2008",WARNER BROS.,2
BIRDMAN,POP BOTTLES,"August 8, 2008",UNIVERSAL RECORDS,0
CARRIE UNDERWOOD,JESUS TAKE THE WHEEL,"July 30, 2008",J RECORDS,1
MARIO,CRYING OUT FOR ME,"July 30, 2008",J RECORDS,0
BABY BASH,CYCLONE,"July 30, 2008",SONY BMG STRATEGIC MARKETING,1
ALICIA KEYS,LIKE YOU'LL NEVER SEE ME AGAIN,"July 30, 2008",J RECORDS,1
DAUGHTRY,HOME,"July 30, 2008",RCA,0
LEONA LEWIS,BLEEDING LOVE,"July 30, 2008",J RECORDS,1
KENNY CHESNEY,SHE THINKS MY TRACTOR'S SEXY,"July 29, 2008",BNA RECORDS LABEL,0
KENNY CHESNEY,YOU HAD ME FROM HELLO,"July 29, 2008",BNA RECORDS LABEL,0
DON OMAR,ANGELITO,"July 23, 2008",MACHETE MUSIC,0
SUGARLAND,WANT TO,"June 26, 2008",MERCURY NASHVILLE,0
DROWNING POOL,BODIES,"June 24, 2008",WIND-UP RECORDS,0
ASHLEY TISDALE,"HE SAID, SHE SAID","June 12, 2008",WARNER BROS.,0
SHAKIRA,HIPS DON'T LIE,"June 9, 2008",EPIC,2
DJ KHALED,I'M SO HOOD,"June 4, 2008",KOCH,1
RAY J FEAT. YUNG BERG,SEXY CAN I,"June 4, 2008",KOCH,0
RAY J FEAT. YUNG BERG,SEXY CAN I,"May 21, 2008",KNOCKOUT ENTERTAINMENT / DEJA34,1
DRAGONFORCE,THROUGH THE FIRE AND FLAMES,"May 21, 2008",ROADRUNNER,0
FERGIE,CLUMSY,"May 13, 2008",INTERSCOPE,1
TIMBALAND / ONE REPUBLIC,APOLOGIZE,"May 13, 2008",BLACKGROUND,1
TAYLOR SWIFT,OUR SONG,"May 9, 2008","BIG MACHINE RECORDS, INC.",0
PINK FLOYD,ANOTHER BRICK IN THE WALL (PART II),"May 8, 2008",EMI RECORDS,0
TIMBALAND / ONE REPUBLIC,APOLOGIZE,"May 1, 2008",INTERSCOPE,3
BON JOVI,YOU WANT TO MAKE A MEMORY,"May 1, 2008",MERCURY NASHVILLE,0
SURVIVOR,EYE OF THE TIGER,"April 24, 2008",RCA,1
JUSTIN TIMBERLAKE,SUMMER LOVE,"April 24, 2008",JIVE,1
HELLOGOODBYE,HERE (IN YOUR ARMS),"April 24, 2008",DRIVE-THRU RECORDS,1
SANTANA,INTO THE NIGHT,"April 24, 2008",ARISTA,1
BRITNEY SPEARS,PIECE OF ME,"April 24, 2008",JIVE,1
USHER FEAT. YOUNG JEEZY,LOVE IN THIS CLUB,"April 24, 2008",LAFACE,1
CHRIS BROWN & T-PAIN,KISS KISS,"April 24, 2008",JIVE,2
BUCKCHERRY,CRAZY BITCH,"April 15, 2008",ATLANTIC,2
DJ KHALED,I'M SO HOOD,"April 15, 2008",KOCH,0
UNK,2 STEP,"April 10, 2008",KOCH,0
JORDIN SPARKS,NO AIR,"April 10, 2008",ZOMBA,1
SEAN KINGSTON,TAKE YOU THERE,"April 7, 2008",EPIC,1
NATASHA BEDINGFIELD,LOVE LIKE THIS,"April 7, 2008",EPIC,1
DJ FELLI FEL,GET BUCK IN HERE,"April 2, 2008",ISLAND/DEF JAM,0
BIG & RICH,SAVE A HORSE (RIDE A COWBOY),"March 11, 2008",WARNER BROS. NASHVILLE,1
DOWN AKA KILO,LEAN LIKE A CHOLO,"March 7, 2008",SILENT GIANT ENTERTAINMENT,0
MATCHBOX TWENTY,HOW FAR WE'VE COME,"March 4, 2008",ATLANTIC,1
PRETTY RICKY,ON THE HOTLINE,"March 4, 2008",ATLANTIC,1
BUCKCHERRY,CRAZY BITCH,"March 4, 2008",ATLANTIC,1
PLIES,SHAWTY,"March 4, 2008",SLIP N SLIDE / ATLANTIC,1
JAMES BLUNT,YOU'RE BEAUTIFUL,"March 4, 2008",ATLANTIC,2
PAUL WALL,GIRL,"March 4, 2008",ATLANTIC,0
REGINA SPEKTOR,FIDELITY,"February 22, 2008",SIRE,0
THE WRECKERS,LEAVE THE PIECES,"February 22, 2008",MAVERICK,0
T-PAIN,BARTENDER,"February 13, 2008",JIVE,1
LIL MAMA,LIP GLOSS,"February 13, 2008",JIVE,0
KATHARINE MC PHEE,OVER IT,"February 13, 2008",RCA RECORDS,0
WYCLEF JEAN,SWEETEST GIRL (DOLLAR BILL),"February 13, 2008",COLUMBIA,1
AVRIL LAVIGNE,WHEN YOU'RE GONE,"February 13, 2008",RCA RECORDS,0
DAUGHTRY,OVER YOU,"February 13, 2008",RCA RECORDS,0
CIARA,LIKE A BOY,"February 13, 2008",LAFACE,0
BRITNEY SPEARS,GIMME MORE,"February 13, 2008",JIVE,1
JORDIN SPARKS,TATTOO,"February 13, 2008",JIVE,1
NATASHA BEDINGFIELD,UNWRITTEN,"February 13, 2008",EPIC,2
P!NK,WHO KNEW,"February 13, 2008",LAFACE,1
JUSTIN TIMBERLAKE,LOVESTONED/I THINK SHE KNOWS,"February 13, 2008",JIVE,0
P!NK,STUPID GIRLS,"February 13, 2008",LAFACE,0
HURRICANE CHRIS,A BAY BAY,"February 13, 2008",J RECORDS,1
KAT DELUNA,WHINE UP,"February 13, 2008",EPIC,0
BOWLING FOR SOUP,1985,"January 31, 2008",ZOMBA,1
KELLY CLARKSON,BEHIND THESE HAZEL EYES,"January 31, 2008",RCA,1
AVRIL LAVIGNE,GIRLFRIEND,"January 31, 2008",RCA RECORDS,2
DAUGHTRY,HOME,"January 31, 2008",RCA RECORDS,1
AVRIL LAVIGNE,KEEP HOLDING ON,"January 31, 2008",RCA RECORDS,1
"""WEIRD AL"" YANKOVIC",WHITE & NERDY,"January 31, 2008",VOLCANO,1
KELLY CLARKSON,BECAUSE OF YOU,"January 31, 2008",RCA,1
HUEY,"POP, LOCK & DROP IT","January 31, 2008",JIVE,1
BOYS LIKE GIRLS,THE GREAT ESCAPE,"January 11, 2008",COLUMBIA,1
AKON,I WANNA LOVE YOU,"December 13, 2007",UNIVERSAL MOTOWN,1
AKON,SMACK THAT,"December 13, 2007",UNIVERSAL,2
COLBIE CAILLAT,BUBBLY,"December 13, 2007",UNIVERSAL REPUBLIC,1
RIHANNA,UNFAITHFUL,"December 13, 2007",DEF JAM,1
YOUNG JEEZY,GO GETTA,"December 13, 2007",DEF JAM,1
FABOLOUS,MAKE ME BETTER,"December 13, 2007",DEF JAM,1
AKON,DON’T MATTER,"December 13, 2007",UNIVERSAL MOTOWN,1
SHOP BOYZ,PARTY LIKE A ROCKSTAR,"December 13, 2007",UNIVERSAL,1
FALL OUT BOY,THANKS FR TH MMRS,"December 13, 2007",MERCURY,0
CIARA FEAT. 50 CENT,CAN'T LEAVE EM ALONE,"December 12, 2007",LAFACE,0
LONESTAR,AMAZED,"December 12, 2007",BNA RECORDS LABEL,0
BRAD PAISLEY,ALCOHOL,"December 12, 2007",ARISTA NASHVILLE,0
R. KELLY,BUMP N' GRIND,"December 12, 2007",JIVE,0
CHRIS BROWN & T-PAIN,KISS KISS,"December 12, 2007",JIVE,1
FANTASIA,WHEN I SEE YOU,"December 12, 2007",J RECORDS,0
GRETCHEN WILSON,REDNECK WOMAN,"December 12, 2007",EPIC NASHVILLE,1
THREE DAYS GRACE,PAIN,"December 12, 2007",JIVE,0
SYSTEM OF A DOWN,CHOP SUEY!,"December 12, 2007",COLUMBIA,0
BRAD PAISLEY,SHE'S EVERYTHING,"December 12, 2007",ARISTA NASHVILLE,0
SEAN KINGSTON,BEAUTIFUL GIRLS,"December 12, 2007",SONY BMG STRATEGIC MARKETING,2
CHRIS BROWN,YO (EXCUSE ME MISS),"December 12, 2007",JIVE,1
HURRICANE CHRIS,A BAY BAY,"December 12, 2007",SONY BMG STRATEGIC MARKETING,2
HUEY,"POP, LOCK & DROP IT","December 12, 2007",JIVE,2
SOULJA BOY,CRANK THAT (SOULJA BOY),"December 10, 2007",INTERSCOPE,3
AKON,LONELY,"December 6, 2007",UNIVERSAL RECORDS,1
COLBIE CAILLAT,BUBBLY,"December 6, 2007",UNIVERSAL REPUBLIC,0
AKON,DON'T MATTER,"December 6, 2007",UNIVERSAL,3
MARY J. BLIGE,BE WITHOUT YOU,"December 6, 2007",GEFFEN,2
HINDER,LIPS OF AN ANGEL,"December 6, 2007",UNIVERSAL RECORDS,3
SNOOP DOGG,DROP IT LIKE IT'S HOT,"December 6, 2007",GEFFEN/STAR TRAK,2
FERGIE,BIG GIRLS DON'T CRY,"December 6, 2007",A&M / WILL.I.AM / INTERSCOPE,1
BONE THUGS 'N HARMONY,I TRIED,"December 6, 2007",INTERSCOPE,1
KEYSHIA COLE,LET IT GO,"December 6, 2007",GEFFEN,1
SEAN KINGSTON,BEAUTIFUL GIRLS,"November 9, 2007",EPIC,1
AUGUSTANA,BOSTON,"November 6, 2007",EPIC,1
MAT KEARNEY,NOTHING LEFT TO LOSE,"November 6, 2007",COLUMBIA,0
SEAN KINGSTON,ME LOVE,"November 6, 2007",EPIC,0
YOUNG JEEZY,GO GETTA,"October 31, 2007",DEF JAM,0
FALL OUT BOY,"THIS AIN'T A SCENE, IT'S AN ARMS RACE","October 31, 2007",MERCURY,1
SHOP BOYZ,PARTY LIKE A ROCKSTAR,"October 23, 2007",UNIVERSAL,3
T.I.,WHY YOU WANNA,"September 20, 2007",GRAND HUSTLE,0
T.I.,TOP BACK,"September 13, 2007",GRAND HUSTLE,0
YUNG JOC,1ST TIME,"September 13, 2007",BAD BOY,0
RASCAL FLATTS,BLESS THE BROKEN ROAD,"September 11, 2007",LYRIC STREET,1
YOUNG DRO,SHOULDER LEAN,"September 10, 2007",ATLANTIC,2
KELLY CLARKSON,NEVER AGAIN,"July 31, 2007",RCA RECORDS,0
THREE 6 MAFIA,DOE BOY FRESH,"July 27, 2007",SONY BMG STRATEGIC MARKETING,0
AVRIL LAVIGNE,GIRLFRIEND,"July 27, 2007",COLUMBIA,1
PAULA DE ANDA,DOING TOO MUCH,"July 27, 2007",SONY BMG STRATEGIC MARKETING,0
AC/DC,BACK IN BLACK,"July 27, 2007",EPIC,2
BEYONCE,IRREPLACEABLE,"July 27, 2007",COLUMBIA,2
KENNY CHESNEY,SUMMERTIME,"July 27, 2007",SONY BMG STRATEGIC MARKETING,0
T-PAIN,BUY U A DRANK (SHAWTY SNAPPIN'),"July 27, 2007",JIVE,3
GYM CLASS HEROES,CUPID'S CHOKEHOLD,"July 27, 2007",ATLANTIC,1
JESSICA SIMPSON,A PUBLIC AFFAIR,"July 20, 2007",EPIC,0
FIVE FOR FIGHTING,100 YEARS,"July 20, 2007",AWARE/COLUMBIA,1
DIXIE CHICKS,NOT READY TO MAKE NICE,"July 20, 2007",COLUMBIA,1
NE-YO,SEXY LOVE,"July 17, 2007",DEF JAM,1
UNK,WALK IT OUT,"July 12, 2007",BIG OOMP RECORDS,1
P!NK,U & UR HAND,"July 12, 2007",LAFACE,1
T-PAIN,BUY U A DRANK (SHAWTY SNAPPIN'),"July 12, 2007",JIVE,1
FERGIE,FERGALICIOUS,"July 11, 2007",WILL.I.AM,1
ROBIN THICKE,LOST WITHOUT YOU,"July 11, 2007",INTERSCOPE,1
RICH BOY,THROW SOME D'S,"July 11, 2007",INTERSCOPE,1
FERGIE,GLAMOROUS,"July 11, 2007",WILL.I.AM,1
YOUNG JEEZY,I LUV IT,"July 11, 2007",DEF JAM,1
PUSSYCAT DOLLS,BUTTONS,"July 11, 2007",A&M,1
FERGIE,LONDON BRIDGE,"July 11, 2007",WILL.I.AM,1
PUSSYCAT DOLLS,STICKWITU,"July 11, 2007",A&M,1
RASCAL FLATTS,LIFE IS A HIGHWAY,"July 6, 2007",LYRIC STREET,1
MARVIN GAYE,LET'S GET IT ON,"June 25, 2007",MOTOWN,1
NE-YO,SO SICK,"June 25, 2007",DEF JAM,1
SYSTEM OF A DOWN,B.Y.O.B.,"June 15, 2007",COLUMBIA,1
DAUGHTRY,IT'S NOT OVER,"June 15, 2007",RCA,0
CARRIE UNDERWOOD,BEFORE HE CHEATS,"June 15, 2007",J RECORDS,1
CHRIS BROWN,POPPIN',"June 15, 2007",JIVE,0
JUSTIN TIMBERLAKE,WHAT GOES AROUND...COMES AROUND,"June 15, 2007",JIVE,0
R. KELLY,I'M A FLIRT REMIX,"June 15, 2007",JIVE,1
CYNDI LAUPER,GIRLS JUST WANNA HAVE FUN,"June 15, 2007",EPIC,1
CIARA,PROMISE,"June 15, 2007",LAFACE,1
MARIAH CAREY,ALWAYS BE MY BABY,"June 15, 2007",COLUMBIA,1
BOW WOW FEAT. T-PAIN,OUTTA MY SYSTEM,"June 15, 2007",COLUMBIA,1
CHARLIE DANIELS BAND,THE DEVIL WENT DOWN TO GEORGIA,"June 15, 2007",LEGACY,0
"""WEIRD AL"" YANKOVIC",WHITE & NERDY,"June 15, 2007",VOLCANO,0
RASCAL FLATTS,WHAT HURTS THE MOST,"June 15, 2007",LYRIC STREET,1
SHAKIRA,LA TORTURA,"June 15, 2007",EPIC,1
CHRIS BROWN,SAY GOODBYE,"June 15, 2007",JIVE,1
JIM JONES,WE FLY HIGH,"June 15, 2007",BIG OOMP RECORDS,1
AC/DC,HELL'S BELLS,"June 15, 2007",COLUMBIA,0
MARVIN GAYE,SEXUAL HEALING,"June 15, 2007",LEGACY,1
OMARION,ICE BOX,"June 15, 2007",COLUMBIA,0
OMARION,ICE BOX,"June 15, 2007",COLUMBIA,0
GINUWINE,DIFFERENCES,"June 15, 2007",EPIC,0
HENRY MANCINI,PINK PANTHER THEME,"June 15, 2007",RCA,0
JUSTIN TIMBERLAKE,SEXY BACK,"June 15, 2007",JIVE,3
JAGGED EDGE,GOOD LUCK CHARM,"June 15, 2007",COLUMBIA,0
AC/DC,HIGHWAY TO HELL,"June 15, 2007",COLUMBIA,0
